Model,Atelectasis,Cardiomegaly,Effusion,Infiltration,Mass,Nodule,Pneumonia,Pneumothorax,Consolidation,Edema,Emphysema,Fibrosis,Pleural_Thickening,Hernia,Mean
Fusion,0.8067140923207603,0.9001339678780702,0.8771234345084441,0.6927451598799588,0.8433881819898056,0.7506659255018628,0.7600780772063659,0.8773909517143301,0.8140580725071462,0.9064674652872312,0.8802526145183487,0.7993697398841726,0.7775315210290542,0.8733924215248593,0.8256651161250292
Global,0.8073670356311771,0.9013127334001274,0.878616142421722,0.6903463869194207,0.8449495185954313,0.7493698355973825,0.7526186248590988,0.8775389048137531,0.8119951801463898,0.9069067065976948,0.875563684567181,0.7937129863886924,0.7778886387495278,0.8599622952751266,0.8234391909973376
Local,0.7809984161955068,0.8533343959680602,0.8530630803004347,0.6740220528018187,0.7964200113271663,0.7024480433526039,0.7198451206493592,0.8494311490345089,0.8054277973136086,0.8831182502949452,0.8382124868138855,0.7706047205196429,0.7742998658763982,0.8545116932650808,0.7968383631223587
Fusion,0.8084943239632275,0.9017639736466587,0.8778196546866428,0.69104464557597,0.8454423258448178,0.7486715328422245,0.7612012170060728,0.8792263849076728,0.8144607653781326,0.9074385152917687,0.8806809449291966,0.8003911057238997,0.7821345230979082,0.8809551863634578,0.8271232213755465
Global,0.8061674585689131,0.8982713210067705,0.8790410710259194,0.6935287552770636,0.8417767037946008,0.7501092059374806,0.7527688515895549,0.8766958128717345,0.8127886242482997,0.9082502949450948,0.8784995598806787,0.7922163638722084,0.7725420338213529,0.863974968252098,0.8233307875065551
Local,0.7819628558030066,0.8535514770622704,0.8538433895611337,0.6754839796898019,0.7964570134038135,0.6978207109214244,0.7190061569221629,0.8497411283692198,0.8100955248132742,0.8838828387330974,0.8463385390832944,0.7621490213091578,0.7712071173735169,0.8453211665772054,0.7962043514015986
Fusion,0.8071237579522027,0.8992208610377388,0.8782581888030299,0.6948045785948418,0.8414799320370022,0.7477963472305835,0.7590722702480538,0.8780385937233813,0.815505399282754,0.9090434703693621,0.8842298435829904,0.7976104181495729,0.777096833671864,0.882255650253765,0.8265382960669386
Global,0.8062130261283501,0.898638689012357,0.8768974426627072,0.693272125697545,0.8423784028695488,0.7491955675309522,0.7562511953707108,0.8768446918353591,0.8123879043439326,0.9077581903984028,0.8771084684546222,0.7969073434786826,0.7722555466007647,0.8722446966820715,0.8241680922190006
Local,0.7835841761119813,0.8554501776118043,0.8523800368073937,0.6758364750933586,0.7952273362280536,0.698685360467266,0.7351295883584117,0.8507942988985919,0.8082907795585705,0.8856552318722206,0.8372916419245092,0.7647860963441206,0.7717497330910584,0.8560303557947013,0.7979208062972887
Fusion,0.8077409108203045,0.9001962079120747,0.8761699570954655,0.6943253302604566,0.8424850292618463,0.7483566813576851,0.7665849632198845,0.8795372901065855,0.8150386369168222,0.908344223613758,0.8827819907365363,0.8007393729445967,0.7769688313799663,0.8850856866056583,0.8274539365879742
Global,0.8068173050549022,0.9017408233901085,0.8785170054088344,0.6929236426557245,0.8421530677742117,0.7498205023534648,0.7550693891503066,0.8765102696857248,0.8133333707158588,0.9096197477085034,0.8830369805020155,0.7946602296274576,0.7733202084516705,0.8588211163915181,0.8240245470621643
Local,0.7824174253886513,0.8558938276102863,0.8525258769824674,0.6761140281968318,0.8042218614309986,0.7017526630098571,0.7239314233626643,0.8532533016317431,0.8072511299906711,0.8829401488338325,0.8385919150779291,0.7614930907925559,0.7774955862133229,0.8394079834518152,0.7969493044266877
Fusion,0.8082860404002866,0.9027469107690438,0.877802852463853,0.6924972551675719,0.8430729847083256,0.7508040479410989,0.7647089942066062,0.8784818049167092,0.8149957508529447,0.9093248026136673,0.8873748628993383,0.8002096143553679,0.7780271736598297,0.8743699514289829,0.8273359318845447
Global,0.8063885275927056,0.8994030269909221,0.8796723044166689,0.6911826815911444,0.8424382858221634,0.7487004493439798,0.7550422601696374,0.8776470457525055,0.812776682608237,0.9105517742081859,0.8802037123715445,0.7933020419686527,0.772044150753739,0.8600212089077413,0.8235267251784163
Local,0.7822953662658491,0.8543078452803837,0.8549067636470694,0.6750516679091523,0.7948200113271664,0.6994512632358366,0.7172637981386806,0.8511162218815042,0.8099526404939146,0.8863449496324531,0.8415192761783671,0.7650537007343587,0.7761972241470066,0.8566020362297021,0.7974916260786747
Fusion,0.8077261345437493,0.9008022892188116,0.8791527999598305,0.6915604898808236,0.842031942609024,0.7492396344338934,0.7616691919226172,0.87874660207838,0.8153189020170781,0.9112886831835919,0.8859091083741432,0.7968408511454668,0.7773483773819827,0.8795019834256315,0.8269383564410732
Global,0.8072196710287652,0.8999973434131827,0.8783374828196298,0.6932066891940581,0.8450422503303758,0.7480862813040358,0.7550904141103255,0.8795421046004339,0.8142569267742786,0.9100630728741266,0.878874185255304,0.7960756442943583,0.777719373376118,0.8617013384304536,0.824658055557532
Local,0.7826850794999072,0.8529989070042808,0.8524457642960795,0.6768280131570997,0.7951383802152161,0.6964235670719796,0.7272208122688102,0.8544487774889082,0.8052786825733467,0.8840688810236864,0.8405506207079634,0.7579194003917596,0.776267111167946,0.8546829791969418,0.7969254982902804
Fusion,0.8078466894946869,0.9007256277135137,0.8773239696222049,0.6927318032932388,0.8462152916745328,0.7491035884455811,0.7630175022618787,0.8814693835225799,0.8166895946155872,0.910184681005536,0.8838141753351545,0.7987854793824716,0.7817961162642463,0.8771585300394067,0.8276330309050444
Global,0.8072982418885322,0.8997825393933874,0.8785961824726074,0.695334452701472,0.8442094770624882,0.7501458129982137,0.7544613608710573,0.8786727181150885,0.8138202781093745,0.911007804700971,0.8770255094555793,0.7981706978097861,0.7733226867148243,0.8693688386159224,0.8250869000649503
Local,0.7814920500092905,0.8543655311655585,0.8534262188277832,0.6754302571282973,0.7974873324523315,0.7022268628764106,0.7255293203240828,0.8509988223007354,0.8092484990916046,0.8837852799709592,0.8421726874524077,0.762084981562003,0.7733861302515637,0.8333289693605471,0.7960687816266839
Fusion,0.8075628876560579,0.8999757112062422,0.8777614511631505,0.6952628764766703,0.8450256371531055,0.7518581159545568,0.7630453094670647,0.8804538956662147,0.8167496143369462,0.9107727561484709,0.882220489300909,0.8013162756881138,0.7776620015841059,0.8793688822556502,0.827788278861233
Global,0.8077306470593439,0.9006155691167987,0.8794929767488424,0.69374361859448,0.8437891636775533,0.7500289934073452,0.7505551267669445,0.8774292824922784,0.8140354353112013,0.9090039931028223,0.8821982213590603,0.7962326098022778,0.7704298101353033,0.8675665178551946,0.8244894261021033
Local,0.7820692096019254,0.8558270334274526,0.8531769923537802,0.6749441958575408,0.7968181234661129,0.7054252125439785,0.7196674258259758,0.8517354398595648,0.80849555272556,0.883847445321717,0.8358852685775764,0.7627259240526749,0.7744489334051038,0.8436126712313823,0.7963342448750247
Fusion,0.808841964625417,0.9015878798919149,0.8787842036338959,0.6943494044308753,0.8427061355484236,0.7515721040661831,0.7607495194779299,0.8793628572909955,0.8162191978374626,0.9089490879390144,0.8875923028020931,0.7995545013674531,0.7757052889109618,0.880040934064735,0.8275725272776681
Global,0.8062298374609579,0.9006967847709264,0.879365186293378,0.6920064813914203,0.8434951104398716,0.7482649329890834,0.7586809347019001,0.8785412453984549,0.814021728385216,0.9105685633905073,0.8785515184116583,0.7970621289101034,0.7746113835548405,0.8631327215043487,0.8246591826859049
Local,0.7829324272909866,0.8533685520842821,0.8525610018147961,0.673958609014899,0.7978732112516518,0.7026643787766412,0.730175158263691,0.8527811108889037,0.8088317877735882,0.8834894273527543,0.8417487233046673,0.7670702714958266,0.779975584151408,0.84944075688744,0.7983479285965382
Fusion,0.8069445845388827,0.9016413911406624,0.8782142925086881,0.691840897416136,0.8430938266943552,0.7483368397155231,0.7661041020375221,0.8799298565280833,0.8172141960555621,0.9108299301207006,0.8835168328175322,0.8011601277088815,0.7795981446730724,0.8800518439967008,0.8277483475680215
Global,0.8062554083826613,0.8997051188632844,0.8785110408146654,0.6939092564269687,0.8445597130451198,0.7491950291918237,0.7600333143882618,0.8784064395706953,0.8149830823304434,0.9107183047463472,0.8789540878701718,0.7977477629690026,0.7727179905052782,0.8681905659636306,0.825277651076311
Local,0.782356329466727,0.8556236147797311,0.8536378254758188,0.6765111981515346,0.800579648857844,0.7041969533696799,0.730213138836628,0.8505510743728196,0.8102587618409148,0.8834508576095833,0.8355180658502337,0.7710085796910614,0.7776276776394245,0.8492858358535276,0.7986299686996806
Fusion,0.8074130013537546,0.9005495339587698,0.8774215862483435,0.6939682569945159,0.844141060977912,0.7503183891416692,0.7684507588654118,0.8795564554955595,0.8172814846013071,0.910891641709774,0.8826833131903062,0.8033451093798882,0.778949087553072,0.8830804411103692,0.8284321514700466
Global,0.8062528424424212,0.9016478428515043,0.8780850206507506,0.6950764497632382,0.8412576175193506,0.7488577981806599,0.7552172420949541,0.8775811242213483,0.8128506169362777,0.9086459751338597,0.8788021419140299,0.7979238041462875,0.7708253409346619,0.8646121082788928,0.8241168517905884
Local,0.7836642953839619,0.8512506831223245,0.8495652161709268,0.6751390512234795,0.7948080800453087,0.707515583379656,0.7266741633083248,0.853374219496478,0.8097720621280958,0.8831155277248389,0.8323878918284513,0.766094687262576,0.7760658761998511,0.853233049238705,0.7973328847509272
Fusion,0.8077087923269539,0.9025799253119593,0.8770370453536825,0.695157612570444,0.840940003775722,0.7491692658192491,0.763319312171824,0.8797393136753847,0.8157276176282698,0.9093772120882112,0.8839853328489692,0.8015021272096438,0.7756594410426152,0.8837634028514197,0.827547600333882
Global,0.8068979109707218,0.9017241248443999,0.8793529452308354,0.6927561467496801,0.8441459694166509,0.7492947757417622,0.7558201836903281,0.877140505447785,0.8132927691396454,0.9075483256193848,0.8803333903858378,0.7943899001415959,0.7735288782092269,0.8661504086860513,0.8244554453052789
Local,0.7830346667374513,0.857757233506391,0.8534215407147098,0.6755294890276179,0.7947513686992637,0.6997802653488946,0.7261312445826817,0.850846054707464,0.8069249674564349,0.8824720936564117,0.8375121382114388,0.763327625166367,0.7718810810382138,0.8536803564492972,0.7969321518073311
Fusion,0.8081853051256869,0.9024376081610347,0.8784363859268636,0.6935821816239434,0.8440798942797811,0.749746596081691,0.7635963668869088,0.8782495981749365,0.8154661476310694,0.9074230873945003,0.8857423171234361,0.799298342378834,0.7780754997913303,0.8819850839410166,0.8275931724657879
Global,0.8072271918880896,0.9008960287822206,0.8789309014630332,0.6929713332103234,0.8441286766094016,0.7500049219577456,0.7547390938106587,0.8775063143938553,0.8140025179207674,0.9097649514474997,0.8791820068043845,0.7963890302910728,0.7698712096204193,0.8650834173398095,0.82433554253852
Local,0.7829431334554368,0.8518859868840514,0.8534275832774298,0.6775227172381509,0.7969120634321314,0.7062126488776859,0.7158971757374675,0.8505495929900969,0.8112739050865987,0.8853571104455941,0.83996816120942,0.7670975224520629,0.7770747771297946,0.8451400617065752,0.7972330314230354
Fusion,0.8082858634388909,0.9016338008926132,0.8779134508537713,0.6938814661094385,0.8437835756088352,0.7519617077839837,0.7620666314894217,0.879081950092216,0.8174547941427398,0.9103253471276884,0.8853380011596794,0.8006145635650355,0.7754572147692589,0.8823734775189942,0.8278694174680405
Global,0.8063006220193065,0.9009180405015634,0.8790784959305095,0.6933617710144618,0.8407388333018689,0.7485715555755168,0.751978720027563,0.8768974660948529,0.8129766791192012,0.9083437698520737,0.8818899631836696,0.7940803292787544,0.7704409623194957,0.8655350885231881,0.8236508783387161
Local,0.7817914686911049,0.8508083614172511,0.8534294155383838,0.6761081308329372,0.8012129129696054,0.6999352301122914,0.733338397409725,0.8531201623595465,0.806885404283705,0.8858641891278701,0.8321966495043419,0.7646465714481921,0.7723535619085006,0.8498924280708184,0.7972559202624482
Fusion,0.8076959626257533,0.9011723138112152,0.8784504592503604,0.6951099489444472,0.8414364357183312,0.749014070339083,0.7626085328782899,0.8787924323563614,0.8158559642988574,0.9085302659043472,0.8871277324074527,0.7989609755406317,0.7758891760369797,0.8807478976561103,0.8272422976977303
Global,0.8054949167839035,0.9012558065397578,0.8782594362998495,0.6924055363482812,0.840650707947895,0.7463159146274124,0.7568097132602388,0.8772004088616313,0.8119683893365102,0.9077393592885017,0.8752525883207701,0.7934862584328084,0.7734718781566877,0.860263409397379,0.8228981659715447
Local,0.7807309390456472,0.8538406655129489,0.8525058000805259,0.6764874471243429,0.796472116292241,0.699087884324149,0.7253719722362012,0.8503486804583397,0.8086308566994886,0.8806411652600055,0.8385087377657308,0.7655071566461268,0.7702132099356543,0.8487294293232788,0.7962197186217629
Fusion,0.806411399853122,0.902301742720952,0.877410514714069,0.6932883367161045,0.8407546158202757,0.7466772939937657,0.764212533860359,0.878478842151264,0.8139430174011503,0.9076563209002632,0.8805931830407353,0.7994858289577381,0.7768170377617915,0.8797834596703454,0.8262724376829954
Global,0.8067578017855405,0.9007798979870661,0.879133658680504,0.6922148549156925,0.8442161223333963,0.7491342737759015,0.7525128218344889,0.8772675340162508,0.8128086654355354,0.9095221889463654,0.8783096274355017,0.7969329593775445,0.7731573865624607,0.8633378282253032,0.8240061158079681
Local,0.7817858059264371,0.8524193915657163,0.8543035209662112,0.6752416222694801,0.7963783273551067,0.7032360180254398,0.7230456621438133,0.8507122673303263,0.8055233304341107,0.8834998638714947,0.8418888803504188,0.768718954348108,0.7745432313181089,0.8527159184635327,0.7974294853120217
Fusion,0.807667471841018,0.9017916780520385,0.8781549584412027,0.693108238224203,0.8435424579950915,0.7504299791524328,0.7600394184089124,0.8783738491507974,0.8148744653260462,0.9095929757691261,0.8836089609691008,0.8005104649122138,0.777467210100211,0.882107275179032,0.827233528822959
Global,0.8069290561763951,0.9013476485411543,0.8792999266159994,0.6933801901784062,0.84193603926751,0.7493944453861106,0.7557516830141382,0.8763345406602523,0.8133993093370749,0.9096987022415827,0.8785569762405426,0.796544905760743,0.774114987445119,0.8634381995993873,0.8242947578903154
Local,0.7811664852812359,0.855099128639524,0.8517528187970327,0.6750467130463369,0.7980776288465169,0.7027447451179563,0.7175798507634774,0.849974168388774,0.809264802026299,0.8826481531899446,0.8423665495343817,0.7632455997880965,0.7725990338738921,0.8527181004499256,0.7967345555530995
Fusion,0.8077325051540006,0.9023434890852233,0.8782774470351835,0.6933817789659396,0.8411836133660562,0.7497570552419004,0.7637174299631453,0.8775546445051811,0.8166436971816068,0.9098182684454125,0.8850456798446309,0.7987031814946387,0.7780690563071303,0.8820112677777342,0.8274456510262702
Global,0.8061716171617161,0.9006284725384827,0.8781527753217683,0.6950764766918407,0.8431338493486878,0.7513406182409601,0.7583519958112853,0.8782907065454895,0.8134092780105187,0.9097036936201107,0.8797945935183697,0.7980826772211437,0.7708367409451699,0.8679658213651381,0.8250670940243342
Local,0.7831680513895893,0.8551412545161975,0.8534818104048096,0.6762637512253862,0.7991495563526525,0.7022908483271034,0.729842150025976,0.851798954143798,0.8093212911758134,0.8842703512115435,0.8360664684965385,0.7629537420468084,0.7757313106740776,0.8457466539238662,0.7975161567081545
Fusion,0.8071787044656208,0.9015670067097792,0.8774421309615925,0.6953663900237499,0.8434911836888807,0.7524378302902817,0.7686732165068997,0.8802248368627277,0.8162347738897181,0.9100803158181324,0.8841665327679313,0.8019264245982392,0.7767967160039295,0.8827771450017237,0.8284545148278004
Global,0.8072757677912562,0.9013624495248506,0.8788337526482018,0.6929234541555087,0.8423540872191806,0.7471229618865126,0.752917382758719,0.8763491693146381,0.8130041968115198,0.9088388238497142,0.8803218197886031,0.7946610471561448,0.7687438477117206,0.8583869010992847,0.8230782615511326
Local,0.7838985037913979,0.8518808634666182,0.85282835597696,0.6770220337363684,0.7977060222767605,0.7008973190403781,0.7234315718938334,0.8519003362738781,0.8095948066534249,0.8840947454396951,0.8345339101457983,0.7643533511590923,0.7760822327366667,0.8484479530785647,0.7969051432621025
Fusion,0.8079919305603483,0.9016049579500257,0.8782574091175176,0.6941756880177092,0.8417820653199926,0.7491724958540197,0.7611679840047528,0.8780999785199506,0.815241852478586,0.9091936654868863,0.8856615412559469,0.7977515781028756,0.7731814257150532,0.874815076653182,0.8262926892169177
Global,0.8063457471752538,0.9002527552600419,0.878204780345438,0.6923633661571451,0.8450720030205777,0.751392606419648,0.7552436928511068,0.8767036827174485,0.8122323515020715,0.9106252836010527,0.881334137890082,0.7972049239207805,0.7724550467846518,0.8631916351369633,0.8244730009130187
Local,0.7807832311381273,0.8540425661110606,0.8540723442118174,0.6735146371494717,0.7968092127619407,0.7034323579961358,0.7242976646016991,0.8493185639475886,0.8104649887727815,0.8831672565568562,0.8396957063915107,0.7635363674911353,0.7775783602026624,0.8499753435537576,0.7971920429204674
Fusion,0.8073173537192861,0.9018060995233323,0.8772325125116135,0.6929112016414813,0.8448402491976592,0.7517932845423764,0.7650989733037267,0.8785443933367406,0.8156046706557974,0.9100657954442326,0.8867090077754414,0.8022479858818247,0.7772947229847011,0.8801303955068536,0.8279711890017906
Global,0.8064235217087393,0.9019119834836201,0.8788742573105653,0.6930735272558924,0.841458939022088,0.7489566987691106,0.7543955730929345,0.8752103563466139,0.8130449022280816,0.9066775569470914,0.8796216894993119,0.7930082766604281,0.7699819879833977,0.8619239010425532,0.8231830836678877
Local,0.7830317026340704,0.8515286759571302,0.8503005765618427,0.6736439213689124,0.7952004530866528,0.7040845943030185,0.7217739911749427,0.851587486760142,0.8081881852943791,0.8820505490516382,0.836969411707174,0.7668588040754349,0.7734438737830489,0.8558667068152161,0.7967520666124004
Fusion,0.8077850626885745,0.902689035127668,0.8782303540302412,0.6939124878592395,0.8414615820275628,0.7489124011494002,0.7614446996075792,0.8768912628047019,0.8148602391983192,0.9067837371812324,0.8837735690882543,0.7988279908741996,0.7748227794018664,0.8812803023360346,0.8265482502410623
Global,0.8060783585060919,0.9015157725354465,0.8784903791485895,0.6927018586875278,0.8408072493864452,0.7457838817573481,0.7550463295167379,0.8777388914813086,0.8127577836648333,0.9092903167256557,0.8804565190054701,0.7925177594481789,0.7662671954288931,0.8522511553617952,0.8222645321895944
Local,0.7837106150293313,0.8537920879254334,0.8520284766099023,0.6720851322986072,0.7896731734944309,0.7001043455042069,0.7215986701373676,0.8485006555118548,0.8106998756407988,0.8839109719575278,0.841157531279909,0.7612799883147899,0.7720403094458503,0.848487228833641,0.7956477901416894
Fusion,0.8070600960900378,0.902413319367277,0.8773741813691963,0.6921391855433476,0.8411381536718897,0.7485526368004322,0.764406506072144,0.8789668651719516,0.8154031165396075,0.9089990017242945,0.8848743040176607,0.7992759965947204,0.7716627460543573,0.8725938145049728,0.8260614231087063
Global,0.8066522885532522,0.9006083583811518,0.8793994534716433,0.6938976771279978,0.844464564848027,0.750652159401293,0.756484165492208,0.8787995615107141,0.8133460392383601,0.9115382521099917,0.8792173735355553,0.7973804200789404,0.7750059230489378,0.8644310034082628,0.8251340885861669
Local,0.7827326378750475,0.8562562619546407,0.8535042653475636,0.6774993970685955,0.8018904285444591,0.704534492003203,0.729513889359878,0.8531718255819981,0.8116363079024167,0.8859901079952808,0.8342653849646856,0.7611840649488391,0.7812945158019016,0.8517514804777677,0.7989446471304483
Fusion,0.8082202107610226,0.9017002155630446,0.8784445336404669,0.695447391259342,0.8455169341136493,0.7505454144426851,0.7671224561493939,0.8804840788391884,0.8160447460521977,0.9121848625102097,0.8850463347840971,0.8004221718140089,0.7795391620100103,0.8834339229060569,0.8288680310603838
Global,0.8073416416708695,0.9004994383216444,0.8787843205867226,0.6939347847419093,0.8442795544647915,0.7503233110994146,0.7577314203784764,0.8787314179054732,0.8135386630845899,0.9108721299573463,0.8806634798767666,0.7965375480025594,0.7756817454110001,0.8640229719527469,0.8252101733895935
Local,0.7824350772878896,0.8512110240762669,0.8527360412123048,0.6744058392411993,0.7955363413252784,0.69805473463111,0.7324519579663573,0.8486506455125213,0.8118446116412508,0.8852082766131227,0.8377300147405042,0.7618563460391824,0.7764770200570794,0.8516445631445043,0.7971601781063266
Fusion,0.8082873233704068,0.9012618787381971,0.8776739314643959,0.6941791079501958,0.8454365867472153,0.7510025412683085,0.7662255042260169,0.8799182832255626,0.8168576082992529,0.911112623650059,0.8862806773645935,0.801350339383409,0.7808058023079569,0.8831939044028121,0.8288275794570273
Global,0.8068688008211009,0.9007772414002488,0.8785522861782653,0.6932196418517442,0.8452724183500094,0.7491806478465358,0.7552453884123985,0.8783942181632336,0.8138233933198258,0.909410563572012,0.8806490712085117,0.7960941749445989,0.7720597638116083,0.8608612736690974,0.8243149202535136
Local,0.7821572921367204,0.8524000364331906,0.8541920649222294,0.6749953332732288,0.7977679441193127,0.7070291555243284,0.7265595433649974,0.8521932797072788,0.8117682889851973,0.8870469189581632,0.8349526347778097,0.7722833794237841,0.7793484596603193,0.8509812392809919,0.7988339693262538
Fusion,0.8079524681690688,0.9016205179585267,0.8776420033426677,0.6936628597163081,0.8452079290164244,0.749843343313628,0.7627950446203909,0.8798198638609279,0.8172470096056477,0.9096968871948453,0.8844197760281677,0.8005415310023227,0.7767013028725053,0.8794256139018718,0.8276125821859501
Global,0.8065600031853052,0.9002045571849288,0.8786463162510475,0.6923507635712884,0.8427485746649047,0.7519014138016002,0.7525935305519799,0.8760970564925301,0.8121557173249729,0.9081332244305291,0.8807128186498817,0.7951371213615885,0.7700298184622675,0.8667722748080943,0.8238602279100655
Local,0.7804344402268646,0.8548463733794819,0.851866535929,0.6740175287966393,0.7997413630356806,0.7088595085609765,0.7343665857770892,0.8521198586760882,0.8121307956413638,0.8851887648606952,0.8329498298903892,0.7645620934838603,0.7745635530759708,0.855993262026018,0.7986886066685799
Fusion,0.8073241667330272,0.9011700367368006,0.8776815723824164,0.693745072739002,0.843396186520672,0.7518172790863863,0.7630154675883286,0.8782539497366842,0.8156926234308687,0.9085245938832924,0.8853541563331773,0.7990999554174356,0.7753367711799803,0.8828644244574491,0.8273768754446799
